"sub","session","n","modality","prt","dprime","accuracy","sex","group"
"sub-48",4,1,"audio",1.32268333333333,3.1621105368614,90.1833333333333,"Female","Experimental"
"sub-48",4,2,"audio",1.44719666666667,1.93391364511085,85.1583333333333,"Female","Experimental"
"sub-50",1,1,"audio",1.30811,3.12064638883217,88.2166666666667,"Male","Control"
"sub-50",1,2,"audio",1.48124,1.84656592115885,85.15,"Male","Control"
"sub-50",2,1,"audio",1.10162,3.9619598700009,87.25,"Male","Control"
"sub-50",2,2,"audio",1.10918666666667,2.80133620191762,87.2083333333333,"Male","Control"
"sub-50",3,1,"audio",1.30336333333333,2.73778806307703,88.1916666666667,"Male","Control"
"sub-50",3,2,"audio",1.42796,2.17460946290371,87.1583333333333,"Male","Control"
"sub-50",4,1,"audio",1.21209666666667,3.56809951685558,89.225,"Male","Control"
"sub-50",4,2,"audio",1.21185333333333,3.01446124219263,89.1916666666667,"Male","Control"
"sub-51",1,1,"audio",1.63296666666667,2.66870973295396,86.2083333333333,"Male","Experimental"
"sub-51",1,2,"audio",1.92223666666667,1.85582065201552,89.0833333333333,"Male","Experimental"
"sub-51",2,1,"audio",1.25536333333333,4.04027075969534,90.2333333333333,"Male","Experimental"
"sub-51",2,2,"audio",1.53507,3.25396951741268,89.2083333333333,"Male","Experimental"
"sub-51",3,1,"audio",1.44605666666667,3.6499564302881,90.2166666666667,"Male","Experimental"
"sub-51",3,2,"audio",1.58564,2.71727525060644,89.1666666666667,"Male","Experimental"
"sub-51",4,1,"audio",1.51838,2.98283973239686,86.225,"Male","Experimental"
"sub-51",4,2,"audio",1.46585666666667,2.81205978348905,86.2166666666667,"Male","Experimental"
"sub-52",1,1,"audio",1.55207666666667,2.22899923692567,84.1916666666667,"Male","Experimental"
"sub-52",1,2,"audio",1.58311333333333,1.68832370466268,82.1583333333333,"Male","Experimental"
"sub-52",2,1,"audio",1.47160333333333,3.12064638883217,88.2166666666667,"Male","Experimental"
"sub-52",2,2,"audio",1.59087333333333,1.94457958197901,83.175,"Male","Experimental"
"sub-52",3,1,"audio",1.52464666666667,1.76087389635876,83.1583333333333,"Male","Experimental"
"sub-52",3,2,"audio",1.59081,2.08726173895171,87.15,"Male","Experimental"
"sub-52",4,1,"audio",1.53996,2.73778806307703,88.1916666666667,"Male","Experimental"
"sub-52",4,2,"audio",1.22276,3.56809951685558,89.225,"Male","Experimental"
"sub-53",1,1,"audio",1.46383333333333,3.78763389735501,89.2333333333333,"Male","Control"
"sub-53",1,2,"audio",1.79589,2.2256886795603,86.175,"Male","Control"
"sub-53",2,1,"audio",1.44301,2.80133620191762,87.2083333333333,"Male","Control"
"sub-53",2,2,"audio",1.67484,1.74504086155539,80.175,"Male","Control"
"sub-53",3,1,"audio",1.26816333333333,4.1204625871269,89.2416666666667,"Male","Control"
"sub-53",3,2,"audio",1.68422666666667,1.94457958197901,83.175,"Male","Control"
"sub-53",4,1,"audio",1.18841666666667,4.6672300478363,90.25,"Male","Control"
"sub-53",4,2,"audio",1.64878666666667,2.22899923692567,84.1916666666667,"Male","Control"
"sub-54",1,1,"audio",1.38322,3.29142633773999,88.225,"Female","Experimental"
"sub-54",1,2,"audio",1.50101666666667,1.97055460078497,82.1833333333333,"Female","Experimental"
"sub-54",2,1,"audio",1.21589666666667,4.04027075969534,90.2333333333333,"Female","Experimental"
"sub-54",2,2,"audio",1.32684333333333,2.81205978348905,86.2166666666667,"Female","Experimental"
"sub-54",3,1,"audio",1.10115,4.04027075969534,90.2333333333333,"Female","Experimental"
"sub-54",3,2,"audio",1.14469,3.29142633773999,88.225,"Female","Experimental"
"sub-54",4,1,"audio",1.07400333333333,3.29142633773999,88.225,"Female","Experimental"
"sub-54",4,2,"audio",1.23732333333333,3.12064638883217,88.2166666666667,"Female","Experimental"
"sub-55",1,1,"audio",0.8032,3.8437894080113,88.2416666666667,"Male","Control"
"sub-55",1,2,"audio",1.22082,2.87477038356765,85.225,"Male","Control"
"sub-55",2,1,"audio",0.903646666666667,3.8437894080113,88.2416666666667,"Male","Control"
"sub-55",2,2,"audio",1.12998333333333,3.8437894080113,88.2416666666667,"Male","Control"
"sub-55",3,1,"audio",0.965833333333333,4.1204625871269,89.2416666666667,"Male","Control"
"sub-55",3,2,"audio",1.18645,2.98283973239686,86.225,"Male","Control"
"sub-55",4,1,"audio",1.18889,3.33500058185994,87.2333333333333,"Male","Control"
"sub-55",4,2,"audio",1.26834666666667,4.37309944946723,90.2416666666667,"Male","Control"
"sub-56",1,1,"audio",1.27764333333333,2.67553586938883,87.2,"Female","Experimental"
"sub-56",1,2,"audio",1.34017,2.14809236015261,83.1916666666667,"Female","Experimental"
"sub-56",2,1,"audio",1.27147333333333,2.63280049540547,88.1833333333333,"Female","Experimental"
"sub-56",2,2,"audio",1.09014666666667,3.11546620136051,87.225,"Female","Experimental"
"sub-56",3,1,"audio",1.41017,2.90947367452107,89.1833333333333,"Female","Experimental"
"sub-56",3,2,"audio",0.9906,4.04027075969534,90.2333333333333,"Female","Experimental"
"sub-56",4,1,"audio",1.20787,3.50660637975301,90.2083333333333,"Female","Experimental"
"sub-56",4,2,"audio",0.930813333333333,3.53520280266817,86.2416666666667,"Female","Experimental"
"sub-01",1,1,"spatial",1.08439666666667,3.82073637919591,90.225,"Female","Control"
"sub-01",1,2,"spatial",1.64991333333333,2.43484005159597,85.2,"Female","Control"
"sub-01",2,1,"spatial",1.11645,3.01446124219263,89.1916666666667,"Female","Control"
"sub-01",2,2,"spatial",1.39574333333333,3.25396951741268,89.2083333333333,"Female","Control"
"sub-01",3,1,"spatial",1.37240666666667,2.63280049540547,88.1833333333333,"Female","Control"
"sub-01",3,2,"spatial",1.10641,3.25396951741268,89.2083333333333,"Female","Control"
"sub-01",4,1,"spatial",1.25657333333333,2.8514960057683,88.2,"Female","Control"
"sub-01",4,2,"spatial",1.37384666666667,3.39731956794777,89.2166666666667,"Female","Control"
"sub-02",1,1,"spatial",1.12635333333333,4.13792000638037,88.25,"Male","Control"
"sub-02",1,2,"spatial",1.42494,2.96991211294677,90.1666666666667,"Male","Control"
"sub-02",2,1,"spatial",0.943676666666667,3.56809951685558,89.225,"Male","Control"
"sub-02",2,2,"spatial",1.09996333333333,3.51096071823941,88.2333333333333,"Male","Control"
"sub-02",3,1,"spatial",1.02859333333333,3.56809951685558,89.225,"Male","Control"
"sub-02",3,2,"spatial",1.12910666666667,2.81205978348905,86.2166666666667,"Male","Control"
"sub-02",4,1,"spatial",1.02790666666667,3.38080604722423,90.2,"Male","Control"
"sub-02",4,2,"spatial",1.13067,3.39731956794777,89.2166666666667,"Male","Control"
"sub-04",1,1,"spatial",0.918806666666667,3.05455498466326,80.2416666666667,"Female","Control"
"sub-04",1,2,"spatial",1.35944666666667,1.30429208275448,80.1333333333333,"Female","Control"
"sub-04",2,1,"spatial",0.821513333333333,4.04027075969534,90.2333333333333,"Female","Control"
"sub-04",2,2,"spatial",1.47914,1.84178077313182,84.1583333333333,"Female","Control"
"sub-04",3,1,"spatial",0.690083333333333,3.82933340103724,86.25,"Female","Control"
"sub-04",3,2,"spatial",1.13534333333333,2.02548645875207,84.175,"Female","Control"
"sub-04",4,1,"spatial",0.796853333333333,2.9446862524527,87.2166666666667,"Female","Control"
"sub-04",4,2,"spatial",0.871733333333333,2.43484005159597,85.2,"Female","Control"
"sub-05",1,1,"spatial",1.13328333333333,2.80133620191762,87.2083333333333,"Female","Experimental"
"sub-05",1,2,"spatial",1.33915,2.73778806307703,88.1916666666667,"Female","Experimental"
"sub-05",2,1,"spatial",1.11196666666667,4.1204625871269,89.2416666666667,"Female","Experimental"
"sub-05",2,2,"spatial",0.968156666666667,3.8437894080113,88.2416666666667,"Female","Experimental"
"sub-05",3,1,"spatial",0.73663,4.6672300478363,90.25,"Female","Experimental"
"sub-05",3,2,"spatial",0.809983333333333,4.1204625871269,89.2416666666667,"Female","Experimental"
"sub-05",4,1,"spatial",0.924116666666667,3.78763389735501,89.2333333333333,"Female","Experimental"
"sub-05",4,2,"spatial",0.835033333333333,3.78763389735501,89.2333333333333,"Female","Experimental"
"sub-06",1,1,"spatial",0.80075,4.37309944946723,90.2416666666667,"Male","Experimental"
"sub-06",1,2,"spatial",1.50498,1.33987171488725,85.1,"Male","Experimental"
"sub-06",2,1,"spatial",0.842016666666667,4.37309944946723,90.2416666666667,"Male","Experimental"
"sub-06",2,2,"spatial",0.974543333333333,3.25396951741268,89.2083333333333,"Male","Experimental"
"sub-06",3,1,"spatial",0.977883333333333,3.56809951685558,89.225,"Male","Experimental"
"sub-06",3,2,"spatial",0.71576,4.6672300478363,90.25,"Male","Experimental"
"sub-06",4,1,"spatial",0.952606666666667,3.12064638883217,88.2166666666667,"Male","Experimental"
"sub-06",4,2,"spatial",0.789146666666667,4.37309944946723,90.2416666666667,"Male","Experimental"
"sub-07",1,1,"spatial",1.13844666666667,3.25396951741268,89.2083333333333,"Male","Experimental"
"sub-07",1,2,"spatial",1.59300666666667,1.25228506448286,83.1083333333333,"Male","Experimental"
"sub-07",2,1,"spatial",1.29008666666667,3.1281691848839,89.2,"Male","Experimental"
"sub-07",2,2,"spatial",1.40437666666667,2.26322187533119,88.15,"Male","Experimental"
"sub-07",3,1,"spatial",1.43652333333333,2.62724277839878,89.1583333333333,"Male","Experimental"
"sub-07",3,2,"spatial",1.42645333333333,1.67687055193018,85.1333333333333,"Male","Experimental"
"sub-07",4,1,"spatial",1.42508333333333,1.95463526998806,86.15,"Male","Experimental"
"sub-07",4,2,"spatial",1.42312,1.61763643294513,86.1166666666667,"Male","Experimental"
"sub-08",1,1,"spatial",1.08190666666667,3.6499564302881,90.2166666666667,"Female","Control"
"sub-08",1,2,"spatial",1.13788666666667,3.51096071823941,88.2333333333333,"Female","Control"
"sub-08",2,1,"spatial",1.06212666666667,3.8437894080113,88.2416666666667,"Female","Control"
"sub-08",2,2,"spatial",1.34621333333333,3.25396951741268,89.2083333333333,"Female","Control"
"sub-08",3,1,"spatial",0.86072,4.6672300478363,90.25,"Female","Control"
"sub-08",3,2,"spatial",0.959596666666667,4.41459318549596,89.25,"Female","Control"
"sub-08",4,1,"spatial",0.797036666666667,4.04027075969534,90.2333333333333,"Female","Control"
"sub-08",4,2,"spatial",1.08347666666667,4.6672300478363,90.25,"Female","Control"
"sub-10",1,1,"spatial",1.54875333333333,2.4292014577339,86.1916666666667,"Female","Control"
"sub-10",1,2,"spatial",1.68922,1.33184358694137,79.1416666666667,"Female","Control"
"sub-10",2,1,"spatial",1.51728,3.82073637919591,90.225,"Female","Control"
"sub-10",2,2,"spatial",1.56301666666667,2.53989505444678,89.15,"Female","Control"
"sub-10",3,1,"spatial",1.27536666666667,3.82073637919591,90.225,"Female","Control"
"sub-10",3,2,"spatial",1.50454333333333,1.93391364511085,85.1583333333333,"Female","Control"
"sub-10",4,1,"spatial",1.21848,4.37309944946723,90.2416666666667,"Female","Control"
"sub-10",4,2,"spatial",1.31366666666667,3.26709810453296,90.1916666666667,"Female","Control"
"sub-11",1,1,"spatial",1.11274,3.1281691848839,89.2,"Female","Experimental"
"sub-11",1,2,"spatial",1.49707333333333,1.59321881802305,85.125,"Female","Experimental"
"sub-11",2,1,"spatial",0.879393333333333,4.41459318549596,89.25,"Female","Experimental"
"sub-11",2,2,"spatial",1.03858,3.6499564302881,90.2166666666667,"Female","Experimental"
"sub-11",3,1,"spatial",0.815973333333333,4.04027075969534,90.2333333333333,"Female","Experimental"
"sub-11",3,2,"spatial",0.633483333333333,4.6672300478363,90.25,"Female","Experimental"
"sub-11",4,1,"spatial",0.727003333333333,4.04027075969534,90.2333333333333,"Female","Experimental"
"sub-11",4,2,"spatial",0.56867,4.41459318549596,89.25,"Female","Experimental"
"sub-12",1,1,"spatial",1.14772333333333,3.56809951685558,89.225,"Female","Control"
"sub-12",1,2,"spatial",1.60297333333333,2.00987477219539,88.125,"Female","Control"
"sub-12",2,1,"spatial",1.17131666666667,2.8514960057683,88.2,"Female","Control"
"sub-12",2,2,"spatial",1.58063333333333,2.81094846401902,89.175,"Female","Control"
"sub-12",3,1,"spatial",1.4663,2.63280049540547,88.1833333333333,"Female","Control"
"sub-12",3,2,"spatial",1.55385333333333,2.71727525060644,89.1666666666667,"Female","Control"
"sub-12",4,1,"spatial",1.30776333333333,3.33500058185994,87.2333333333333,"Female","Control"
"sub-12",4,2,"spatial",1.41704333333333,2.63280049540547,88.1833333333333,"Female","Control"
"sub-13",1,1,"spatial",1.20226,3.26709810453296,90.1916666666667,"Female","Control"
"sub-13",1,2,"spatial",1.64734333333333,1.86918217164037,86.1416666666667,"Female","Control"
"sub-13",2,1,"spatial",1.18611666666667,3.26709810453296,90.1916666666667,"Female","Control"
"sub-13",2,2,"spatial",1.4727,2.53427528490343,88.175,"Female","Control"
"sub-13",3,1,"spatial",1.00696,3.29142633773999,88.225,"Female","Control"
"sub-13",3,2,"spatial",1.52658,3.26709810453296,90.1916666666667,"Female","Control"
"sub-13",4,1,"spatial",1.16688333333333,3.1281691848839,89.2,"Female","Control"
"sub-13",4,2,"spatial",1.41924333333333,2.71727525060644,89.1666666666667,"Female","Control"
"sub-14",1,1,"spatial",0.86584,4.37309944946723,90.2416666666667,"Female","Experimental"
"sub-14",1,2,"spatial",1.35467666666667,2.12401166925411,84.1833333333333,"Female","Experimental"
"sub-14",2,1,"spatial",0.855373333333333,3.51096071823941,88.2333333333333,"Female","Experimental"
"sub-14",2,2,"spatial",0.89545,4.1204625871269,89.2416666666667,"Female","Experimental"
"sub-14",3,1,"spatial",0.897893333333333,4.04027075969534,90.2333333333333,"Female","Experimental"
"sub-14",3,2,"spatial",0.952856666666667,3.78763389735501,89.2333333333333,"Female","Experimental"
"sub-14",4,1,"spatial",0.924713333333333,3.39731956794777,89.2166666666667,"Female","Experimental"
"sub-14",4,2,"spatial",0.706583333333333,4.6672300478363,90.25,"Female","Experimental"
"sub-15",1,1,"spatial",1.22535666666667,3.6499564302881,90.2166666666667,"Female","Control"
"sub-15",1,2,"spatial",1.49662666666667,1.87202939028293,82.175,"Female","Control"
"sub-15",2,1,"spatial",1.22407333333333,3.78763389735501,89.2333333333333,"Female","Control"
"sub-15",2,2,"spatial",1.59185333333333,1.84656592115885,85.15,"Female","Control"
"sub-15",3,1,"spatial",1.17902,3.56809951685558,89.225,"Female","Control"
"sub-15",3,2,"spatial",1.42,2.13201546614772,86.1666666666667,"Female","Control"
"sub-15",4,1,"spatial",0.994776666666667,4.37309944946723,90.2416666666667,"Female","Control"
"sub-15",4,2,"spatial",1.34133666666667,2.9446862524527,87.2166666666667,"Female","Control"
"sub-16",1,1,"spatial",1.29159333333333,3.6499564302881,90.2166666666667,"Female","Experimental"
"sub-16",1,2,"spatial",1.2989,2.81094846401902,89.175,"Female","Experimental"
"sub-16",2,1,"spatial",1.19792666666667,3.39731956794777,89.2166666666667,"Female","Experimental"
"sub-16",2,2,"spatial",1.28602666666667,3.26709810453296,90.1916666666667,"Female","Experimental"
"sub-16",3,1,"spatial",1.17004666666667,3.50660637975301,90.2083333333333,"Female","Experimental"
"sub-16",3,2,"spatial",1.27147,3.1281691848839,89.2,"Female","Experimental"
"sub-16",4,1,"spatial",1.21081,2.90947367452107,89.1833333333333,"Female","Experimental"
"sub-16",4,2,"spatial",0.974833333333333,3.6499564302881,90.2166666666667,"Female","Experimental"
"sub-18",1,1,"spatial",0.667476666666667,4.37309944946723,90.2416666666667,"Male","Experimental"
"sub-18",1,2,"spatial",0.98022,2.81205978348905,86.2166666666667,"Male","Experimental"
"sub-18",2,1,"spatial",0.530003333333333,4.6672300478363,90.25,"Male","Experimental"
"sub-18",2,2,"spatial",0.556763333333333,4.6672300478363,90.25,"Male","Experimental"
"sub-18",3,1,"spatial",0.587343333333333,4.41459318549596,89.25,"Male","Experimental"
"sub-18",3,2,"spatial",0.657263333333333,4.04027075969534,90.2333333333333,"Male","Experimental"
"sub-18",4,1,"spatial",0.716943333333333,4.37309944946723,90.2416666666667,"Male","Experimental"
"sub-18",4,2,"spatial",0.69362,4.37309944946723,90.2416666666667,"Male","Experimental"
"sub-19",1,1,"spatial",1.19915,2.26180030284388,83.2,"Female","Experimental"
"sub-19",1,2,"spatial",1.43445,1.86918217164037,86.1416666666667,"Female","Experimental"
"sub-19",2,1,"spatial",1.34167333333333,2.73778806307703,88.1916666666667,"Female","Experimental"
"sub-19",2,2,"spatial",1.20711333333333,2.8514960057683,88.2,"Female","Experimental"
"sub-19",3,1,"spatial",1.32971666666667,2.11761933073109,85.175,"Female","Experimental"
"sub-19",3,2,"spatial",1.17144,2.79253191678711,90.15,"Female","Experimental"
"sub-19",4,1,"spatial",1.01268,2.34270717961694,84.2,"Female","Experimental"
"sub-19",4,2,"spatial",1.08722,2.73778806307703,88.1916666666667,"Female","Experimental"
"sub-20",1,1,"spatial",1.01637666666667,4.37309944946723,90.2416666666667,"Male","Control"
"sub-20",1,2,"spatial",1.32851,1.6222463926324,81.1583333333333,"Male","Control"
"sub-20",2,1,"spatial",1.18167333333333,3.50660637975301,90.2083333333333,"Male","Control"
"sub-20",2,2,"spatial",1.59532333333333,1.33652733536384,83.1166666666667,"Male","Control"
"sub-20",3,1,"spatial",1.3425,2.62724277839878,89.1583333333333,"Male","Control"
"sub-20",3,2,"spatial",1.52534666666667,1.47398745198315,80.15,"Male","Control"
"sub-20",4,1,"spatial",1.19148666666667,3.06358532635935,90.175,"Male","Control"
"sub-20",4,2,"spatial",1.52320666666667,1.67687055193018,85.1333333333333,"Male","Control"
"sub-21",1,1,"spatial",1.32265333333333,3.1621105368614,90.1833333333333,"Male","Experimental"
"sub-21",1,2,"spatial",1.35753666666667,3.01446124219263,89.1916666666667,"Male","Experimental"
"sub-21",2,1,"spatial",1.29449666666667,2.63280049540547,88.1833333333333,"Male","Experimental"
"sub-21",2,2,"spatial",1.44851,3.1281691848839,89.2,"Male","Experimental"
"sub-21",3,1,"spatial",1.25323666666667,4.04027075969534,90.2333333333333,"Male","Experimental"
"sub-21",3,2,"spatial",1.20556333333333,2.92126501531499,83.2333333333333,"Male","Experimental"
"sub-21",4,1,"spatial",1.26048333333333,3.82073637919591,90.225,"Male","Experimental"
"sub-21",4,2,"spatial",1.20495333333333,3.25396951741268,89.2083333333333,"Male","Experimental"
"sub-23",1,1,"spatial",0.830276666666667,3.8437894080113,88.2416666666667,"Male","Experimental"
"sub-23",1,2,"spatial",1.17587333333333,2.66870973295396,86.2083333333333,"Male","Experimental"
"sub-23",2,1,"spatial",0.775026666666667,4.6672300478363,90.25,"Male","Experimental"
"sub-23",2,2,"spatial",0.921733333333333,3.51096071823941,88.2333333333333,"Male","Experimental"
"sub-23",3,1,"spatial",0.8231,4.6672300478363,90.25,"Male","Experimental"
"sub-23",3,2,"spatial",0.84232,4.04027075969534,90.2333333333333,"Male","Experimental"
"sub-23",4,1,"spatial",0.68425,4.6672300478363,90.25,"Male","Experimental"
"sub-23",4,2,"spatial",0.57694,4.6672300478363,90.25,"Male","Experimental"
"sub-24",1,1,"spatial",1.20688333333333,3.01446124219263,89.1916666666667,"Female","Experimental"
"sub-24",1,2,"spatial",1.21072,2.34270717961694,84.2,"Female","Experimental"
"sub-24",2,1,"spatial",0.78319,4.04027075969534,90.2333333333333,"Female","Experimental"
"sub-24",2,2,"spatial",0.85218,3.6499564302881,90.2166666666667,"Female","Experimental"
"sub-24",3,1,"spatial",0.940303333333333,3.50660637975301,90.2083333333333,"Female","Experimental"
"sub-24",3,2,"spatial",0.884706666666667,3.6499564302881,90.2166666666667,"Female","Experimental"
"sub-24",4,1,"spatial",0.995926666666667,4.04027075969534,90.2333333333333,"Female","Experimental"
"sub-24",4,2,"spatial",0.921633333333333,4.37309944946723,90.2416666666667,"Female","Experimental"
"sub-25",1,1,"spatial",1.58544,2.71727525060644,89.1666666666667,"Male","Control"
"sub-25",1,2,"spatial",1.75907333333333,1.50956708411592,85.1166666666667,"Male","Control"
"sub-25",2,1,"spatial",1.69442666666667,2.20289621740385,89.1166666666667,"Male","Control"
"sub-25",2,2,"spatial",1.96488666666667,0.0921328719790258,85.0166666666667,"Male","Control"
"sub-25",3,1,"spatial",1.27909666666667,3.6499564302881,90.2166666666667,"Male","Control"
"sub-25",3,2,"spatial",1.51471666666667,2.00180864060402,87.1416666666667,"Male","Control"
"sub-25",4,1,"spatial",1.48950333333333,3.01446124219263,89.1916666666667,"Male","Control"
"sub-25",4,2,"spatial",1.45714333333333,3.01446124219263,89.1916666666667,"Male","Control"
"sub-26",1,1,"spatial",1.03985333333333,2.8514960057683,88.2,"Female","Control"
"sub-26",1,2,"spatial",1.47952333333333,2.53918481365131,90.125,"Female","Control"
"sub-26",2,1,"spatial",0.829356666666667,3.56809951685558,89.225,"Female","Control"
"sub-26",2,2,"spatial",1.08113,2.43484005159597,85.2,"Female","Control"
"sub-26",3,1,"spatial",1.27134666666667,2.87987964073911,90.1583333333333,"Female","Control"
"sub-26",3,2,"spatial",1.55285,2.00987477219539,88.125,"Female","Control"
"sub-26",4,1,"spatial",1.06244666666667,3.01446124219263,89.1916666666667,"Female","Control"
"sub-26",4,2,"spatial",1.10711,3.26709810453296,90.1916666666667,"Female","Control"
"sub-27",1,1,"spatial",1.36746,1.85451457101761,76.2,"Male","Experimental"
"sub-27",1,2,"spatial",1.62743333333333,0.505804063942649,65.1166666666667,"Male","Experimental"
"sub-27",2,1,"spatial",1.30443666666667,2.63280049540547,88.1833333333333,"Male","Experimental"
"sub-27",2,2,"spatial",1.33143333333333,2.8514960057683,88.2,"Male","Experimental"
"sub-27",3,1,"spatial",1.13498,2.8514960057683,88.2,"Male","Experimental"
"sub-27",3,2,"spatial",1.09331333333333,3.25396951741268,89.2083333333333,"Male","Experimental"
"sub-27",4,1,"spatial",1.28074,2.81094846401902,89.175,"Male","Experimental"
"sub-27",4,2,"spatial",1.30760666666667,2.79253191678711,90.15,"Male","Experimental"
"sub-28",1,1,"spatial",0.619106666666667,3.33500058185994,84.2416666666667,"Female","Control"
"sub-28",1,2,"spatial",1.22235333333333,1.6222463926324,81.1583333333333,"Female","Control"
"sub-28",2,1,"spatial",0.5125,3.9619598700009,87.25,"Female","Control"
"sub-28",2,2,"spatial",0.866406666666667,2.4292014577339,86.1916666666667,"Female","Control"
"sub-28",3,1,"spatial",0.509636666666667,4.13792000638037,88.25,"Female","Control"
"sub-28",3,2,"spatial",0.79425,2.81205978348905,86.2166666666667,"Female","Control"
"sub-28",4,1,"spatial",0.5127,4.13792000638037,88.25,"Female","Control"
"sub-28",4,2,"spatial",0.674286666666667,3.33500058185994,87.2333333333333,"Female","Control"
"sub-29",1,1,"spatial",1.46981666666667,2.97729633829709,88.2083333333333,"Male","Experimental"
"sub-29",1,2,"spatial",1.75405333333333,2.80133620191762,87.2083333333333,"Male","Experimental"
"sub-29",2,1,"spatial",1.2816,3.39731956794777,89.2166666666667,"Male","Experimental"
"sub-29",2,2,"spatial",1.64585333333333,2.44060207149084,88.1666666666667,"Male","Experimental"
"sub-29",3,1,"spatial",1.16079333333333,3.39731956794777,89.2166666666667,"Male","Experimental"
"sub-29",3,2,"spatial",1.23363333333333,3.6499564302881,90.2166666666667,"Male","Experimental"
"sub-29",4,1,"spatial",1.18964,3.82073637919591,90.225,"Male","Experimental"
"sub-29",4,2,"spatial",1.15776,3.6499564302881,90.2166666666667,"Male","Experimental"
"sub-30",1,1,"spatial",1.22498666666667,2.81094846401902,89.175,"Female","Control"
"sub-30",1,2,"spatial",1.48945666666667,1.76111282281116,85.1416666666667,"Female","Control"
"sub-30",2,1,"spatial",1.48840666666667,1.38853435363546,80.1416666666667,"Female","Control"
"sub-30",2,2,"spatial",1.66886,1.06881830531501,85.075,"Female","Control"
"sub-30",3,1,"spatial",1.36121666666667,2.71727525060644,89.1666666666667,"Female","Control"
"sub-30",3,2,"spatial",1.75515,1.06881830531501,85.075,"Female","Control"
"sub-30",4,1,"spatial",1.08927333333333,2.26464193511137,87.1666666666667,"Female","Control"
"sub-30",4,2,"spatial",1.17077666666667,2.2256886795603,86.175,"Female","Control"
"sub-33",1,1,"spatial",1.46888,2.26464193511137,87.1666666666667,"Female","Experimental"
"sub-33",1,2,"spatial",1.67803333333333,1.58056753268011,87.1,"Female","Experimental"
"sub-33",2,1,"spatial",1.11671333333333,4.6672300478363,90.25,"Female","Experimental"
"sub-33",2,2,"spatial",1.28214333333333,3.6499564302881,90.2166666666667,"Female","Experimental"
"sub-33",3,1,"spatial",1.1142,3.39731956794777,89.2166666666667,"Female","Experimental"
"sub-33",3,2,"spatial",0.902823333333333,4.1204625871269,89.2416666666667,"Female","Experimental"
"sub-33",4,1,"spatial",0.84921,4.41459318549596,89.25,"Female","Experimental"
"sub-33",4,2,"spatial",0.90764,3.53520280266817,86.2416666666667,"Female","Experimental"
"sub-35",1,1,"spatial",0.90383,3.6499564302881,90.2166666666667,"Male","Control"
"sub-35",1,2,"spatial",1.11953,1.68835009486131,79.175,"Male","Control"
"sub-35",2,1,"spatial",0.78344,4.37309944946723,90.2416666666667,"Male","Control"
"sub-35",2,2,"spatial",1.2081,2.07554216845653,82.1916666666667,"Male","Control"
"sub-35",3,1,"spatial",1.03539,3.38080604722423,90.2,"Male","Control"
"sub-35",3,2,"spatial",1.02472,2.12401166925411,84.1833333333333,"Male","Control"
"sub-35",4,1,"spatial",0.975203333333333,3.50660637975301,90.2083333333333,"Male","Control"
"sub-35",4,2,"spatial",1.19212666666667,1.97055460078497,82.1833333333333,"Male","Control"
"sub-36",1,1,"spatial",0.969963333333333,4.04027075969534,90.2333333333333,"Male","Control"
"sub-36",1,2,"spatial",1.21341333333333,2.81205978348905,86.2166666666667,"Male","Control"
"sub-36",2,1,"spatial",1.20768666666667,3.6499564302881,90.2166666666667,"Male","Control"
"sub-36",2,2,"spatial",1.15913333333333,4.37309944946723,90.2416666666667,"Male","Control"
"sub-36",3,1,"spatial",1.34652666666667,3.38080604722423,90.2,"Male","Control"
"sub-36",3,2,"spatial",1.42488,3.12064638883217,88.2166666666667,"Male","Control"
"sub-36",4,1,"spatial",1.19676333333333,3.82073637919591,90.225,"Male","Control"
"sub-36",4,2,"spatial",1.62134333333333,3.1281691848839,89.2,"Male","Control"
"sub-37",1,1,"spatial",0.962816666666667,3.82073637919591,90.225,"Male","Control"
"sub-37",1,2,"spatial",1.35446333333333,2.456840359026,87.1833333333333,"Male","Control"
"sub-37",2,1,"spatial",0.978263333333333,3.56809951685558,89.225,"Male","Control"
"sub-37",2,2,"spatial",1.13745333333333,2.73778806307703,88.1916666666667,"Male","Control"
"sub-37",3,1,"spatial",0.741666666666667,4.41459318549596,89.25,"Male","Control"
"sub-37",3,2,"spatial",1.15888333333333,3.56809951685558,89.225,"Male","Control"
"sub-37",4,1,"spatial",0.81271,4.37309944946723,90.2416666666667,"Male","Control"
"sub-37",4,2,"spatial",1.11834,2.80133620191762,87.2083333333333,"Male","Control"
"sub-39",1,1,"spatial",1.14171666666667,2.80133620191762,87.2083333333333,"Male","Experimental"
"sub-39",1,2,"spatial",1.44,1.63517212934483,78.175,"Male","Experimental"
"sub-39",2,1,"spatial",1.01297333333333,3.38080604722423,90.2,"Male","Experimental"
"sub-39",2,2,"spatial",0.9676,3.6499564302881,90.2166666666667,"Male","Experimental"
"sub-39",3,1,"spatial",0.865093333333333,3.82073637919591,90.225,"Male","Experimental"
"sub-39",3,2,"spatial",0.94606,3.50660637975301,90.2083333333333,"Male","Experimental"
"sub-39",4,1,"spatial",0.97506,3.6499564302881,90.2166666666667,"Male","Experimental"
"sub-39",4,2,"spatial",0.888586666666667,3.6499564302881,90.2166666666667,"Male","Experimental"
"sub-41",1,1,"spatial",1.07228,3.33500058185994,87.2333333333333,"Male","Control"
